,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
0,CHEMBL526110,0.3,nM,O=[N+]([O-])c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,9.522878745,333.09742259200004,8,1,2.8381000000000007,True
1,CHEMBL317703,0.33,nM,NS(=O)(=O)c1ccc(Nc2cc(-c3ccc([N+](=O)[O-])cc3)[nH]n2)cc1,9.48148606,359.0688248960001,6,3,2.3759000000000006,True
2,CHEMBL321517,0.34,nM,Nc1ccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)cc1,9.468521083,329.0946457200001,5,4,2.0499,True
3,CHEMBL476577,0.5,nM,CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,9.301029996,423.2182866720001,7,2,3.4368200000000018,True
4,CHEMBL1964259,0.54,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCOCCO)cc1,9.26760624,460.0875117399999,8,4,1.9886000000000004,True
5,CHEMBL4088242,0.8,nM,CC[C@@H](C)Oc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C=O,9.096910013,365.1157750880001,8,3,1.4396000000000002,True
6,CHEMBL478409,1.0,nM,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,9.0,430.1787096920001,8,2,2.8977200000000005,True
7,CHEMBL559513,1.0,nM,CN1CCN(c2cccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,9.0,418.222957452,8,2,1.5699999999999996,True
8,CHEMBL4292930,1.0,nM,Cc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,382.211724072,7,2,2.0245200000000003,True
9,CHEMBL5171657,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(C3CCCC[C@H]3CCO)nc12,9.0,395.23212516800004,6,2,3.193400000000002,True
10,CHEMBL1171950,1.0,nM,NCCCn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,9.0,363.180758292,7,3,1.6299999999999992,True
11,CHEMBL2103840,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,9.0,396.227374136,7,2,2.2785000000000006,True
12,CHEMBL5266005,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,396.227374136,7,2,2.2785000000000006,True
13,CHEMBL1964249,1.0,nM,COCCOCCOCCOCCN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,9.0,576.171241364,10,2,3.0181000000000013,True
14,CHEMBL509406,1.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C,9.0,469.24016498800006,7,2,4.075220000000003,True
15,CHEMBL318999,1.1,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,8.958607315,406.14232418399996,9,3,2.8068,True
16,CHEMBL411224,1.2,nM,CC(C)Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.920818754,372.12561149999993,5,3,2.3007999999999997,True
17,CHEMBL445945,1.5,nM,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncccc4c32)cc1,8.823908741,366.078661308,5,3,2.2873,True
18,CHEMBL270544,1.5,nM,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.823908741,370.10996143599994,5,3,2.525499999999999,True
19,CHEMBL409892,1.6,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,8.795880017,367.07391027600005,6,3,1.6504999999999999,True
20,CHEMBL271136,1.7,nM,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.769551079,509.136904456,8,4,2.0494999999999997,True
21,CHEMBL429142,1.9,nM,CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.721246399,399.125277152,5,3,2.9678999999999993,True
22,CHEMBL460102,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,8.698970004,451.24958680000003,7,1,3.888220000000003,True
23,CHEMBL462385,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C,8.698970004,443.22451492400006,7,2,3.542620000000003,True
24,CHEMBL462192,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3)ncc2F)n1C(C)C,8.698970004,451.24958680000003,7,1,3.889820000000003,True
25,CHEMBL454648,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,8.698970004,400.18231576400007,6,1,3.953020000000003,True
26,CHEMBL460087,2.0,nM,CN[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1,8.698970004,419.24335854800006,7,2,3.4069200000000013,True
27,CHEMBL455657,2.0,nM,CN[C@H]1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,8.698970004,437.2339367360001,7,2,3.546020000000002,True
28,CHEMBL411887,2.0,nM,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(-c3cnco3)cc21,8.698970004,396.089225992,6,3,2.784200000000001,True
29,CHEMBL559845,2.0,nM,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,8.698970004,320.138559132,6,2,1.8182,True
30,CHEMBL560817,2.0,nM,CN1CCN(c2ccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)cc2)CC1,8.698970004,418.222957452,8,2,1.5699999999999994,True
31,CHEMBL3648117,2.0,nM,C[C@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,8.698970004,413.05210797999996,7,4,3.199370000000001,True
32,CHEMBL260416,2.0,nM,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Br)c3)ccc12)C1CC1,8.698970004,372.022187756,4,3,3.4415000000000004,True
33,CHEMBL178769,2.0,nM,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Br)cnn23)cc1Cl,8.698970004,541.0662338200002,8,3,3.8209000000000017,True
34,CHEMBL3648116,2.0,nM,C[C@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,8.698970004,427.067758044,7,4,3.5894700000000026,True
35,CHEMBL488257,2.0,nM,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CCCC3)n2)cc1,8.698970004,376.201159388,6,2,3.8668200000000033,True
36,CHEMBL194721,2.0,nM,FC(F)(F)c1cnc(Nc2ccc3[nH]cnc3c2)nc1Nc1ccccc1Cl,8.698970004,404.07640672400004,5,3,5.5123000000000015,True
37,CHEMBL355631,2.0,nM,COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H]3CCCN3)c21,8.698970004,351.138305036,3,3,2.7586000000000004,True
38,CHEMBL3298985,2.0,nM,CC[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(C#N)c(Cl)c1,8.698970004,454.18840178400006,6,2,3.811580000000003,True
39,CHEMBL3298199,2.0,nM,C[C@@H](NC(=O)N1CCc2cnc(N[C@H]3CCO[C@@H](CO)C3)nc2C1)c1ccc(Cl)c(Cl)c1,8.698970004,479.149095084,6,3,3.5641000000000025,True
40,CHEMBL453862,2.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,8.698970004,382.19173757600004,6,1,3.813920000000003,True
41,CHEMBL3648115,2.0,nM,COc1cc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)ccc1S(C)(=N)=O,8.698970004,457.078322728,8,4,3.5980700000000017,True
42,CHEMBL487067,2.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,8.698970004,380.19607400800004,7,3,2.69512,True
43,CHEMBL4457608,2.0,nM,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(O)cc2/C1=N\O,8.698970004,338.06511942,7,4,2.2676,True
44,CHEMBL192602,2.0,nM,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1,8.698970004,339.169524912,3,3,2.5589000000000004,True
45,CHEMBL259838,2.0,nM,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1,8.698970004,328.072703336,4,3,3.3324000000000007,True
46,CHEMBL359794,2.0,nM,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,8.698970004,313.10759335200004,7,1,2.8015800000000004,True
47,CHEMBL191003,2.0,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,8.698970004,394.065965684,8,3,1.217999999999999,True
48,CHEMBL190446,2.0,nM,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,8.698970004,386.174275944,3,2,4.189700000000003,True
49,CHEMBL495696,2.0,nM,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,8.698970004,313.10759335200004,7,1,2.8015800000000004,True
50,CHEMBL73303,2.0,nM,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.698970004,366.089894688,7,2,2.1822999999999997,True
51,CHEMBL409731,2.1,nM,COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.677780705,373.07324158,6,3,1.5256999999999996,True
52,CHEMBL271953,2.1,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4cccnc4)cc32)cc1,8.677780705,450.111024056,7,4,1.4272999999999998,True
53,CHEMBL4568087,2.2,nM,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,8.657577319,421.1684793560001,8,2,2.8580000000000005,True
54,CHEMBL269882,2.2,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nc(Cl)c4c32)cc1,8.657577319,390.0301868920001,6,4,1.6320000000000001,True
55,CHEMBL269827,2.3,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,8.638272164,383.068824896,7,3,1.7573,True
56,CHEMBL270132,2.5,nM,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,8.602059991,382.073575928,6,3,2.3941,True
57,CHEMBL411426,2.5,nM,CC(C)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.602059991,358.10996143599994,5,3,2.2257,True
58,CHEMBL271595,2.8,nM,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.552841969,372.035082244,6,3,2.3487999999999998,True
59,CHEMBL1794055,2.8,nM,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,8.552841969,372.035082244,6,3,2.3487999999999998,True
60,CHEMBL490481,3.0,nM,O=C(Cc1ccc(Cc2cccs2)cc1)Nc1cc(C2CC2)[nH]n1,8.522878745,337.1248832280001,3,2,4.120600000000001,True
61,CHEMBL497564,3.0,nM,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,8.522878745,355.118158036,8,1,3.584900000000002,True
62,CHEMBL2163996,3.0,nM,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3ncc(Cl)c3n2)CC1,8.522878745,408.10322818800006,6,3,4.600600000000002,True
63,CHEMBL453655,3.0,nM,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,8.522878745,368.1760875120001,6,2,3.471720000000002,True
64,CHEMBL311464,3.0,nM,NCCSc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.522878745,327.08416128799996,3,3,3.5905000000000014,True
65,CHEMBL188938,3.0,nM,O=[N+]([O-])c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,8.522878745,333.09742259200004,8,1,2.8381,True
66,CHEMBL3648110,3.0,nM,C[C@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br,8.522878745,443.062672664,8,5,2.5618700000000008,True
67,CHEMBL269883,3.0,nM,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.522878745,415.120191772,6,3,2.5519,True
68,CHEMBL3648112,3.0,nM,COc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,8.522878745,443.062672664,8,4,3.2079700000000013,True
69,CHEMBL1234833,3.0,nM,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,8.522878745,385.21138972399996,8,5,1.5907999999999995,True
70,CHEMBL4644434,3.0,nM,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@@H](O)CO)nc12,8.522878745,385.21138972399996,8,5,1.5907999999999995,True
71,CHEMBL477785,3.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,8.522878745,512.2681933920001,9,1,2.9864200000000007,True
72,CHEMBL3648109,3.0,nM,C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br,8.522878745,443.062672664,8,5,2.5618700000000008,True
73,CHEMBL453629,3.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,8.522878745,425.23393673600003,7,2,3.403520000000002,True
74,CHEMBL455195,3.0,nM,CCC1CC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CCN1,8.522878745,408.1653681359999,7,2,4.437600000000003,True
75,CHEMBL3545083,3.0,nM,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,8.522878745,545.2750526,8,3,2.4208000000000007,True
76,CHEMBL508129,3.0,nM,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,8.522878745,350.185509324,6,2,3.332620000000002,True
77,CHEMBL3644026,3.0,nM,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)CCO)cc2)ncc1C(F)(F)F,8.522878745,435.10757639999997,8,3,2.1531000000000002,True
78,CHEMBL401303,3.0,nM,Clc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,8.522878745,413.0042851960001,5,1,4.819300000000003,True
79,CHEMBL488084,3.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,8.522878745,336.16985926,6,2,3.0719200000000013,True
80,CHEMBL518383,3.0,nM,O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,8.522878745,360.083410252,3,3,3.3316000000000017,True
81,CHEMBL354634,3.0,nM,COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21,8.522878745,385.14378433999997,5,5,1.0756000000000001,True
82,CHEMBL478407,3.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)n1C(C)C,8.522878745,311.154623796,5,1,4.112120000000003,True
83,CHEMBL1964255,3.3,nM,N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.48148606,414.05688030799996,7,5,1.8731699999999998,True
84,CHEMBL215803,3.4,nM,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,8.468521083,403.164439532,8,2,2.912900000000001,True
85,CHEMBL2163995,3.4,nM,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3ncc(Br)c3n2)CC1,8.468521083,452.0527126080001,6,3,4.709700000000002,True
86,CHEMBL271160,3.4,nM,CC(C)Oc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.468521083,374.10487605599997,6,3,1.8894999999999997,True
87,CHEMBL1964251,3.6,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,8.443697499,466.088180436,7,4,2.945500000000001,True
88,CHEMBL388978,3.8,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8.420216403,466.200490692,6,2,4.354000000000003,True
89,CHEMBL2163997,4.0,nM,N#Cc1cnn2c(Nc3ccc(F)c(Cl)c3)cc(N[C@H]3CC[C@H](N)CC3)nc12,8.397940009,399.1374495080001,7,3,3.818880000000002,True
90,CHEMBL3648096,4.0,nM,Cc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,8.397940009,427.06775804399996,7,4,3.5077900000000017,True
91,CHEMBL3648122,4.0,nM,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](C)[C@H](C)O)n2)cc1,8.397940009,427.067758044,7,4,3.5894700000000013,True
92,CHEMBL23327,4.0,nM,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,8.397940009,388.1778371000001,7,3,4.233000000000002,True
93,CHEMBL518826,4.0,nM,CCCN(C)[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1,8.397940009,461.2903087400001,7,1,4.529320000000004,True
94,CHEMBL3648108,4.0,nM,C[C@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,8.397940009,457.07832272799993,8,5,2.9519700000000015,True
95,CHEMBL3648118,4.0,nM,COC[C@@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)[C@@H](C)O,8.397940009,443.06267266399993,8,4,2.8258700000000014,True
96,CHEMBL73243,4.0,nM,COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.397940009,438.1474095640001,8,2,2.8497000000000012,True
97,CHEMBL3644033,4.0,nM,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,8.397940009,405.097011716,7,2,2.7906000000000013,True
98,CHEMBL5188322,4.0,nM,NC(=O)c1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,8.397940009,434.25425758000006,8,4,3.465700000000002,True
99,CHEMBL468963,4.0,nM,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,8.397940009,454.18412733200006,8,1,3.7005000000000026,True
100,CHEMBL3648095,4.0,nM,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,8.397940009,427.067758044,7,4,3.5894700000000013,True
101,CHEMBL3648111,4.0,nM,COc1cc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)ccc1S(C)(=N)=O,8.397940009,443.062672664,8,4,3.2079700000000013,True
102,CHEMBL3648106,4.0,nM,CC(CO)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,8.397940009,415.99762988400005,7,3,3.4910700000000014,True
103,CHEMBL178179,4.0,nM,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C4CCCC4)cnn23)cc1,8.397940009,497.2572943600001,8,3,4.062600000000003,True
104,CHEMBL3648113,4.0,nM,CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)cc1OC,8.397940009,457.078322728,8,3,3.259000000000002,True
105,CHEMBL3648076,4.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CC3CC3)cc2)ncc1Br)C(C)(C)O,8.397940009,467.099058172,7,4,4.369670000000004,True
106,CHEMBL3648107,4.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,8.397940009,457.07832272799993,8,5,2.9519700000000015,True
107,CHEMBL293068,4.0,nM,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1[nH]cc2c1CCOC2=O,8.397940009,324.074621484,4,3,1.9185,True
108,CHEMBL4741442,4.0,nM,C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,8.397940009,401.015722472,7,4,1.4227999999999996,True
109,CHEMBL60541,4.0,nM,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,8.397940009,373.07324158,5,3,1.1283999999999998,True
110,CHEMBL489477,4.0,nM,O=C(Cc1ccc(-c2ccccc2)c(F)c1)Nc1cc(C2CC2)[nH]n1,8.397940009,335.14339041600005,2,2,4.274400000000003,True
111,CHEMBL3357950,4.0,nM,C[C@@H](NC(=O)N1CCc2cnc(Nc3cnn(C)c3)nc2C1)c1ccc(Cl)c(Cl)c1,8.397940009,445.118463652,6,2,4.089400000000003,True
112,CHEMBL485618,4.0,nM,CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C,8.397940009,416.163059628,8,2,2.3367199999999997,True
113,CHEMBL514197,4.1,nM,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1O,8.387216143,454.21172407200004,6,3,4.239200000000004,True
114,CHEMBL1964244,4.3,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.366531544,448.06638237199996,6,3,4.502200000000002,True
115,CHEMBL1964250,4.5,nM,COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.346787486,562.1555913000001,10,3,2.6759000000000013,True
116,CHEMBL410883,4.5,nM,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.346787486,359.06882489599997,6,4,0.20119999999999955,True
117,CHEMBL314397,4.6,nM,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,8.337242168,441.959659212,5,3,3.5409000000000015,True
118,CHEMBL1964247,4.6,nM,CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.337242168,400.066382372,6,2,2.9517000000000007,True
119,CHEMBL272667,4.6,nM,Cc1c([N+](=O)[O-])ccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.337242168,375.063739516,7,3,1.3189199999999999,True
120,CHEMBL1964246,4.7,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCO)cc1,8.327902142,416.06129699199994,7,4,1.9720000000000002,True
121,CHEMBL5186159,4.9,nM,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)C(=O)C32CC2)cc1,8.30980392,399.136510532,6,2,2.1884000000000006,True
122,CHEMBL500804,5.0,nM,O=C(NC1=NNC2=CC=CC21)C1CC1,8.301029996,189.090211972,3,2,0.49919999999999987,True
123,CHEMBL72548,5.0,nM,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.301029996,437.16339397600007,8,2,2.3748000000000005,True
124,CHEMBL3354186,5.0,nM,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)n2)CC1,8.301029996,390.19165732400006,7,3,3.101800000000001,True
125,CHEMBL70824,5.0,nM,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.301029996,465.19469410400006,8,1,3.1071000000000017,True
126,CHEMBL3648123,5.0,nM,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1,8.301029996,441.083408108,7,4,3.9795700000000025,True
127,CHEMBL72509,5.0,nM,Clc1cccc(Nc2nccc(-c3cnc4ccccn34)n2)c1,8.301029996,321.078123064,5,1,4.188300000000003,True
128,CHEMBL1241849,5.0,nM,CN(C)CCNS(=O)(=O)c1ccc(Nc2cccc(-c3cnc4ccccn34)c2)cc1,8.301029996,435.17289604000007,6,2,3.584800000000002,True
129,CHEMBL481562,5.0,nM,O=C(NC1CC1)c1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12,8.301029996,371.026938788,3,3,3.590200000000001,True
130,CHEMBL5195030,5.0,nM,CC[C@@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@H](C)O,8.301029996,397.259008612,8,3,3.6024400000000028,True
131,CHEMBL452601,5.0,nM,C[C@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,8.301029996,394.149718072,7,2,3.905000000000003,True
132,CHEMBL427909,5.0,nM,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,8.301029996,370.142975816,4,3,4.346000000000002,True
133,CHEMBL4579344,5.0,nM,Cc1cc(C)c(CNc2nc(N[C@@H](C)[C@@H](C)O)nc3c2ncn3C(C)C)cn1,8.301029996,383.24335854800006,8,3,3.212340000000002,True
134,CHEMBL415471,5.0,nM,N#CCCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.301029996,305.096440224,2,2,3.9958800000000014,True
135,CHEMBL260417,5.0,nM,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,8.301029996,372.022187756,4,3,3.4415000000000004,True
136,CHEMBL260163,5.0,nM,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,8.301029996,293.11642672,3,3,3.2840000000000016,True
137,CHEMBL79498,5.0,nM,O=C1Nc2ccc(F)c3c(S[C@H]4CCNC4)cc(-c4ccc[nH]4)c1c23,8.301029996,353.099811352,3,3,3.9937000000000022,True
138,CHEMBL4764173,5.0,nM,CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,8.301029996,368.23245951599995,7,3,3.5906000000000025,True
139,CHEMBL319467,5.4,nM,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,8.26760624,402.1474095640001,7,3,2.7030000000000003,True
140,CHEMBL1964242,5.6,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,8.251811973,462.08203243599996,6,3,4.179900000000003,True
