,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
366,CHEMBL560818,24.0,nM,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2(C)C,7.619788758,348.16985926,6,2,2.553300000000001,True
367,CHEMBL255463,24.0,nM,O=C(Cc1ccccc1Cl)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.619788758,404.07098908399996,4,2,2.937400000000001,True
368,CHEMBL319685,24.5,nM,COc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,7.610833916,344.09431137200005,5,3,2.4762999999999993,True
369,CHEMBL510578,25.0,nM,O=C(NCC1CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.602059991,320.108482128,3,3,2.08,True
370,CHEMBL2426395,25.0,nM,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,7.602059991,458.141261564,6,2,4.683300000000003,True
371,CHEMBL3644028,25.0,nM,C#CCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,7.602059991,371.055146904,6,1,2.6545000000000005,True
372,CHEMBL3823659,25.0,nM,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)cn2)CC1,7.602059991,436.1526849720001,8,1,3.568200000000002,True
373,CHEMBL1761791,25.0,nM,Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,7.602059991,314.063760192,6,2,3.234000000000001,True
374,CHEMBL272026,25.0,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,7.602059991,467.1375731520001,8,4,1.1189000000000002,True
375,CHEMBL485431,25.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)NCCN(C)C)cc3)n2)n1C,7.602059991,415.1790440400001,8,2,1.7690199999999996,True
377,CHEMBL3648078,25.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)C3CCCC3)cc2)ncc1Br)C(C)(C)O,7.602059991,481.114708236,7,4,4.902270000000004,True
378,CHEMBL186163,26.0,nM,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=S)c1c(F)cccc1F,7.585026652,429.055895852,5,1,4.470200000000002,True
379,CHEMBL1964256,26.0,nM,CNS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,7.585026652,400.066382372,6,3,2.7506000000000004,True
380,CHEMBL5205172,27.0,nM,NCCCCNC(=O)c1ccc(CNc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.568636236,519.3434069320001,9,5,3.7040000000000024,True
381,CHEMBL3648105,27.0,nM,CCC(Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,7.568636236,458.044580076,7,3,4.659770000000004,True
382,CHEMBL491447,27.0,nM,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cccc(CO)c21,7.568636236,402.121571676,6,3,2.4763000000000006,True
383,CHEMBL3648087,28.0,nM,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1,7.552841969,515.083802032,9,3,3.4036000000000017,True
384,CHEMBL79356,28.0,nM,NCC[S+]([O-])c1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.552841969,343.079075908,3,3,2.6060000000000008,True
385,CHEMBL495558,28.0,nM,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(O)C3)s2)o1,7.552841969,367.13881904,7,2,4.436300000000005,True
386,CHEMBL272668,28.0,nM,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,7.552841969,359.057591516,5,4,1.4373,True
387,CHEMBL2426394,29.0,nM,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(C)cc2)cc1,7.537602002,442.146346944,5,2,4.983120000000003,True
388,CHEMBL4786429,29.0,nM,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1,7.537602002,499.171181788,8,2,5.029500000000004,True
389,CHEMBL114917,29.0,nM,COc1cccc(CC(=O)Nc2cc(C3CC3)[nH]n2)c1,7.537602002,271.132076784,3,2,2.4768999999999997,True
390,CHEMBL185971,29.0,nM,COc1cc(F)c(C(=S)c2c(N)nc3ccc(C(=O)c4c(F)cccc4F)cn23)c(F)c1,7.537602002,459.066460536,6,1,4.478800000000002,True
391,CHEMBL565137,29.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3)nc1-2,7.537602002,475.26957329600003,8,2,3.2870000000000017,True
392,CHEMBL48362,30.0,nM,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(S(N)(=O)=O)cc2)C3=O)CC1,7.522878745,430.1198574239999,7,3,2.1706000000000003,True
393,CHEMBL84944,30.0,nM,CC(C)C(CO)Nc1nc(NCc2cccc(O)c2)c2ncn(C(C)C)c2n1,7.522878745,384.22737413600004,8,4,3.1537000000000015,True
394,CHEMBL270054,30.0,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,7.522878745,350.024038892,5,3,1.7557,True
395,CHEMBL1922219,30.0,nM,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.522878745,369.227708484,8,3,2.985600000000002,True
396,CHEMBL509730,30.0,nM,CC(C)Nc1cc(N[C@H]2CC[C@H](N)CC2)nc2c(C#N)cnn12,7.522878745,313.20149373600003,7,3,2.1030799999999994,True
397,CHEMBL258040,30.0,nM,O=C(Cc1ccc(N2CCCCC2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.522878745,453.183460724,5,2,3.274300000000002,True
398,CHEMBL2426397,30.0,nM,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(Cl)cc2)cc1,7.522878745,462.09172452800004,5,2,5.328100000000004,True
399,CHEMBL574737,30.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,7.522878745,482.195405312,7,3,3.844900000000002,True
400,CHEMBL254171,30.0,nM,O=C(Cc1ccc(-c2ccncc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.522878745,447.136510532,5,2,3.346000000000002,True
401,CHEMBL576257,30.0,nM,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,7.522878745,338.1403707000001,7,3,2.8306000000000004,True
402,CHEMBL58483,30.0,nM,O=C1Nc2cccc(CCO)c2/C1=C/c1[nH]cc2c1CCOC2=O,7.522878745,324.11100699199994,4,3,1.7551,True
403,CHEMBL231950,30.0,nM,C/C(=C1/SC(=N)NC1=O)c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,7.522878745,363.034747896,6,3,2.12277,True
404,CHEMBL564884,31.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2,7.508638306,460.26990764400006,8,2,2.5658000000000003,True
406,CHEMBL2158854,31.0,nM,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4C5CCC4COC5)c3)n2)c1,7.508638306,438.14740956400004,8,2,2.2972,True
407,CHEMBL5209307,31.0,nM,CCCc1cnc(NC(=O)[C@@H](C)c2ccc(NC(C)=O)cc2)s1,7.508638306,331.135447912,4,2,3.7962000000000025,True
408,CHEMBL2143507,31.0,nM,CC(=O)Nc1ccc(C(C)C(=O)Nc2ncc(C(C)C)s2)cc1,7.508638306,331.135447912,4,2,3.967100000000003,True
409,CHEMBL3642646,32.0,nM,Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.494850022,397.03383573600007,5,1,4.3050000000000015,True
410,CHEMBL102926,32.0,nM,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1,7.494850022,418.211724072,8,2,3.1446200000000015,True
411,CHEMBL1241566,32.0,nM,Cc1ccc(F)c(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)c1,7.494850022,358.08997494,5,2,2.98212,True
412,CHEMBL2426396,32.0,nM,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(F)cc2)cc1,7.494850022,446.12127506800005,5,2,4.813800000000003,True
413,CHEMBL3648100,33.0,nM,CCC(C)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.48148606,414.018365328,6,2,4.908770000000003,True
414,CHEMBL3940661,33.0,nM,CS(=N)(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,7.48148606,417.02589323200004,6,3,4.761770000000003,True
415,CHEMBL1241662,33.0,nM,Nc1nc2ccc(C(=O)c3c(F)cccc3Cl)cc2n1Cc1c(F)cccc1F,7.48148606,415.0699243760001,4,1,4.968500000000002,True
416,CHEMBL183941,33.0,nM,Nc1nc2ccc(C(=O)c3c(F)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.48148606,429.049188932,5,1,4.449200000000002,True
417,CHEMBL57256,33.0,nM,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.48148606,387.088891644,5,2,1.4706000000000001,True
418,CHEMBL457888,33.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C,7.48148606,484.22565988400004,9,1,3.469020000000002,True
419,CHEMBL5287016,33.0,nM,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(C)cc12,7.48148606,389.246712612,2,2,5.001520000000005,True
420,CHEMBL115319,34.0,nM,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Br)cc1,7.468521083,305.01637410399996,2,2,3.3019000000000016,True
421,CHEMBL5280144,34.0,nM,Cc1c(C(=O)NCCc2ccc(F)cc2)[nH]c2cc(F)ccc12,7.468521083,314.12306957199996,1,2,3.727020000000002,True
422,CHEMBL273061,34.0,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(F)cc32)cc1,7.468521083,334.053589432,5,3,1.2414,True
423,CHEMBL101801,34.0,nM,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,7.468521083,370.175338564,8,3,3.258300000000002,True
424,CHEMBL4872952,34.48,nM,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4cccc(F)c4)n3)cc12,7.462432743,363.14953841600004,5,3,3.6129200000000017,True
425,CHEMBL609040,35.0,nM,O=C1Nc2cc3c(O)cccc3c3c4c(cc1c23)OCO4,7.455931956,279.053157768,4,2,2.993000000000001,True
426,CHEMBL1080561,35.0,nM,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4cccc(C(F)(F)F)c4)s3)cc12,7.455931956,432.134400268,6,3,4.390520000000002,True
427,CHEMBL561440,35.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN(C)C)cc3)nc1-2,7.455931956,419.24335854800006,7,2,2.8756000000000013,True
428,CHEMBL1092754,35.5,nM,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,7.449771647,455.148120772,7,3,3.284200000000002,True
429,CHEMBL507722,36.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,7.443697499,451.24958680000003,7,2,3.9361200000000034,True
430,CHEMBL3644020,36.0,nM,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,7.443697499,467.11266178,7,2,4.219900000000003,True
431,CHEMBL455450,36.0,nM,C[C@H]1CNC[C@@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,7.443697499,394.149718072,7,2,3.905000000000003,True
432,CHEMBL457887,36.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C(C)C,7.443697499,442.21509520000006,8,1,3.6984200000000023,True
433,CHEMBL550959,36.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN4CCOCC4)cc3)nc1-2,7.443697499,461.25392323200003,8,2,2.6462000000000003,True
434,CHEMBL255255,36.0,nM,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.443697499,370.109961436,4,2,2.284,True
435,CHEMBL2426391,36.0,nM,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,7.443697499,446.12127506800005,5,2,4.813800000000003,True
436,CHEMBL455468,37.0,nM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)n2)n1C(C)C,7.431798276,433.2590086120001,7,2,3.7970200000000025,True
437,CHEMBL115220,37.0,nM,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,7.431798276,291.1371621640001,2,2,3.621500000000001,True
438,CHEMBL191144,37.0,nM,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2=O)cc1,7.431798276,338.174275944,3,2,3.1561000000000012,True
439,CHEMBL2426387,37.0,nM,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,7.431798276,462.09172452800004,5,2,5.328100000000004,True
440,CHEMBL507167,38.0,nM,N[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2c(F)cccc2F)CC1,7.420216403,363.15068128800004,4,4,1.9398999999999993,True
441,CHEMBL5186025,38.0,nM,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,7.420216403,460.90106534800003,4,2,4.044000000000002,True
442,CHEMBL72510,38.0,nM,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,7.420216403,380.105544752,7,2,2.4907199999999996,True
443,CHEMBL296468,38.0,nM,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,7.420216403,380.13406800799993,7,2,3.6590000000000016,True
444,CHEMBL258039,40.0,nM,CCN(CC)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,7.397940009,441.183460724,5,2,3.130200000000001,True
445,CHEMBL359963,40.0,nM,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.397940009,330.159294576,6,1,4.053300000000002,True
446,CHEMBL495751,40.0,nM,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7.397940009,430.2229574520001,8,2,3.001500000000001,True
447,CHEMBL428690,40.0,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,7.397940009,401.10300041999994,6,3,3.3046000000000015,True
448,CHEMBL3655770,40.0,nM,CC[C@H](Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009,369.227708484,8,3,2.985600000000002,True
449,CHEMBL524059,40.0,nM,O=C(O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.397940009,332.10217362400005,7,2,2.6281000000000008,True
450,CHEMBL482193,40.0,nM,CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1,7.397940009,354.216809452,7,3,3.042600000000001,True
451,CHEMBL3655768,40.0,nM,CC[C@H](Nc1nc(NCC2CC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009,332.23245951599995,7,3,2.800400000000001,True
452,CHEMBL300767,40.0,nM,COc1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.397940009,310.095356928,4,2,2.2288999999999994,True
453,CHEMBL3655772,40.0,nM,CC[C@H](Nc1nc(NCc2ccc(C(F)(F)F)nc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.397940009,437.21509311200003,8,3,4.004400000000003,True
454,CHEMBL1081451,41.0,nM,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1,7.387216143,384.092393224,6,3,3.7167000000000012,True
455,CHEMBL2426384,41.0,nM,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(F)cc2)cc1,7.387216143,430.126360448,4,2,5.113620000000003,True
456,CHEMBL3648101,41.0,nM,CC(O)CSc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.387216143,415.99762988400005,7,3,3.4910700000000014,True
457,CHEMBL488256,42.0,nM,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC3CC3)n2)cc1,7.37675071,362.185509324,6,2,3.1617200000000016,True
458,CHEMBL3642651,42.0,nM,CC(C)c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.37675071,345.05890761200004,5,1,3.622300000000002,True
459,CHEMBL3648088,42.0,nM,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1,7.37675071,513.1045374760001,8,3,4.557300000000004,True
460,CHEMBL2426386,42.0,nM,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,7.37675071,446.096809908,4,2,5.627920000000004,True
461,CHEMBL1800450,42.0,nM,Cc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.37675071,302.137890436,7,4,0.2816199999999998,True
462,CHEMBL1800455,42.0,nM,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCC2)n1,7.37675071,356.184840628,7,4,1.6307999999999998,True
463,CHEMBL272387,43.0,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,7.366531544,395.035810516,7,4,-0.2502999999999991,True
464,CHEMBL3644025,43.0,nM,C#CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,7.366531544,443.11266178,7,2,3.1841000000000017,True
465,CHEMBL271183,43.0,nM,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,7.366531544,393.97352331200005,5,3,1.8648,True
466,CHEMBL2426390,43.0,nM,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,7.366531544,430.126360448,4,2,5.113620000000004,True
467,CHEMBL190281,43.0,nM,O=c1c(Br)cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1C1CCCC1,7.366531544,468.1273215200001,7,2,3.822300000000002,True
468,CHEMBL2426393,44.0,nM,O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,7.356547324,450.07173803200004,4,2,5.458600000000002,True
469,CHEMBL5194832,44.0,nM,C[C@@H]1CCC[C@H]1N1C(=O)C2(CC2)c2cnc(Nc3ccc(S(=O)(=O)N[C@@H]4CCCN(C)C4)cc3)nc21,7.356547324,510.241309948,7,2,3.1595000000000013,True
470,CHEMBL4846069,44.0,nM,COc1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1,7.356547324,285.147726848,3,2,2.867000000000001,True
471,CHEMBL498659,44.0,nM,Cl.O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.356547324,385.11170893599996,4,4,1.8438,True
472,CHEMBL564829,45.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.346787486,460.26990764400006,8,2,2.5658000000000003,True
473,CHEMBL559844,45.0,nM,CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.346787486,432.23860751600006,8,2,1.8306999999999998,True
474,CHEMBL5287042,46.0,nM,CCc1c(C(=O)NCCc2ccccc2)[nH]c2ccc(C)cc12,7.337242168,306.17321332399996,1,2,4.0112200000000025,True
475,CHEMBL151546,46.0,nM,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,7.337242168,344.01347420800005,4,3,3.4936000000000016,True
476,CHEMBL188392,46.0,nM,NC(=O)c1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1,7.337242168,488.025452044,6,2,4.062400000000001,True
477,CHEMBL475948,46.0,nM,Cc1ncc(-c2nc(Nc3ccc(N4CCC[C@H]4C(=O)N(C)C)cc3)ncc2F)n1C(C)C,7.337242168,451.24958680000003,7,1,4.169120000000003,True
478,CHEMBL2158848,46.0,nM,Cc1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,7.337242168,347.174610292,6,1,3.427220000000002,True
479,CHEMBL271843,46.0,nM,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,7.337242168,330.078661308,5,3,1.4107199999999998,True
480,CHEMBL445813,47.0,nM,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,7.327902142,381.075930144,4,4,2.4505999999999997,True
481,CHEMBL2426383,47.0,nM,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,7.327902142,442.146346944,5,2,4.983120000000003,True
482,CHEMBL560102,47.0,nM,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(OC4CCN(C)CC4)c3)nc1-2,7.327902142,475.26957329600003,8,2,3.2870000000000026,True
483,CHEMBL5273925,48.0,nM,CC(C)(C)c1coc(CSc2cnc(NC(=O)C3CCNCC3)s2)n1,7.318758763,380.13406800800004,7,2,3.6590000000000016,True
484,CHEMBL3648090,48.0,nM,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1C,7.318758763,513.104537476,8,3,4.475620000000003,True
485,CHEMBL114851,48.0,nM,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1,7.318758763,241.1215121,2,2,2.4683,True
486,CHEMBL81196,48.0,nM,NCCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.318758763,324.13863938400004,3,4,3.3004000000000007,True
487,CHEMBL2426392,49.0,nM,O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,7.30980392,434.101288572,4,2,4.944300000000003,True
488,CHEMBL3648079,49.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(=O)(CC=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br)C(C)(C)O,7.30980392,619.095399818,9,3,4.247800000000004,True
489,CHEMBL3644030,49.0,nM,C=CCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,7.30980392,373.070796968,6,1,3.207300000000002,True
490,CHEMBL58466,49.0,nM,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCNC2=O,7.30980392,362.174275944,3,4,2.2603,True
491,CHEMBL379495,50.0,nM,COc1ccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1OC,7.301029996,433.11299821599994,8,1,4.990400000000005,True
492,CHEMBL419753,50.0,nM,O=C(Nc1cc(C2CCCC2)[nH]n1)c1ccc(Br)cc1,7.301029996,333.04767423199996,2,2,4.082100000000002,True
493,CHEMBL3655771,50.0,nM,CC[C@H](Nc1nc(NCc2cc(C)nc(C)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996,397.259008612,8,3,3.6024400000000028,True
494,CHEMBL3655773,50.0,nM,CC[C@H](Nc1nc(NCc2cccc(C)n2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996,383.243358548,8,3,3.294020000000002,True
495,CHEMBL570002,50.0,nM,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,7.301029996,339.13561966800006,8,3,2.225599999999999,True
496,CHEMBL513354,50.0,nM,CCN(CC)Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7.301029996,373.2014937360001,7,1,3.771700000000002,True
497,CHEMBL79049,50.0,nM,CCCCOc1c(C(=O)c2c(F)cc(F)cc2F)c[nH]c2nncc1-2,7.301029996,349.1038113480001,4,1,3.7367000000000026,True
498,CHEMBL1800451,50.0,nM,CCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,7.301029996,316.1535405000001,7,4,0.5355999999999999,True
499,CHEMBL3655767,50.0,nM,CC[C@H](Nc1nc(NC2CC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.301029996,318.21680945199995,7,3,2.552800000000001,True
500,CHEMBL235849,50.0,nM,CS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,7.301029996,385.0554833400001,6,2,3.2460000000000013,True
501,CHEMBL4552628,51.0,nM,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,7.292429824,425.08886531600007,6,2,3.664520000000002,True
502,CHEMBL3648086,51.0,nM,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1,7.292429824,529.099452096,9,3,3.793700000000002,True
503,CHEMBL363069,52.0,nM,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(O)cc1F,7.283996656,461.01455301199996,6,2,4.669100000000002,True
504,CHEMBL2426382,52.0,nM,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,7.283996656,426.151432324,4,2,5.2829400000000035,True
505,CHEMBL522891,52.0,nM,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,7.283996656,303.112010036,3,3,3.205300000000001,True
506,CHEMBL1800456,52.0,nM,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCC2)n1,7.283996656,370.200490692,7,4,2.0208999999999993,True
507,CHEMBL4863726,52.86,nM,Cc1n[nH]c2ccc(-c3cncc(NC4CCCC(O)C4)n3)cc12,7.276872841,323.17461029200007,5,3,3.0437200000000013,True
508,CHEMBL189350,53.0,nM,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.27572413,445.019638392,5,1,4.9635000000000025,True
509,CHEMBL5172659,53.0,nM,COc1ccc2c(c1)/C(=N/NC(=O)c1cc3cc(Br)ccc3o1)C(=O)N2,7.27572413,413.001117964,5,2,3.2901000000000007,True
510,CHEMBL1080569,53.0,nM,N[C@H](CNc1nnc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,7.27572413,429.123501236,6,2,4.754000000000003,True
